railroad_id,railroad_type,portion,length_mile
76548,AC; OVERHEAD,0.14364042284256448,0.735682180784062
76550,AC; OVERHEAD,0.1210352802100378,0.8532684995100508
76568,AC; OVERHEAD,0.1099259253062268,0.8414132387776311
76545,AC; OVERHEAD,0.07566524469464704,1.7145040199926735
76548,AC; OVERHEAD,0.14819933333914573,0.7590315217965168
76549,AC; OVERHEAD,1.0,0.1363834215359663
76550,AC; OVERHEAD,0.11948306954085776,0.8423258019237243
76568,AC; OVERHEAD,0.10431176716619357,0.7984404189404932
76545,AC; OVERHEAD,0.03715615028092789,0.8419237825924796
68360,AC; OVERHEAD,0.0034672011584162767,0.5511300691377374
72261,AC; OVERHEAD,0.007554218956742873,0.2795271552041726
72263,AC; OVERHEAD,0.012642224503882644,0.3440423605507855
68356,AC; OVERHEAD,0.003449476062600228,0.25816697429257934
68357,AC; OVERHEAD,0.002675688900182653,0.19992480019782605
76577,AC; OVERHEAD,0.08727344970222778,0.39718462745130423
76578,AC; OVERHEAD,0.021716972910846358,0.39484301224210067
79728,AC; OVERHEAD,0.004070584171882508,0.01550583230294111
79729,AC; OVERHEAD,0.6000619539199377,0.2287927393750383
79811,AC; OVERHEAD,0.00948395404879717,0.0797405982715336
79812,AC; OVERHEAD,0.07970987124562891,1.0904307282564896
73870,AC; OVERHEAD,0.05436550037389277,0.7112831274682346
79846,AC; OVERHEAD,0.09206344013634546,1.3957690545729682
68352,AC; OVERHEAD,0.002577656379202714,0.4413079401033485
73404,AC; OVERHEAD,0.011985704226030298,0.44254474001614424
73388,AC; OVERHEAD,0.01851082273017556,0.671975587531922
77476,AC; OVERHEAD,0.24067383595805528,1.2525530666842823
68352,AC; OVERHEAD,0.0005052999212150028,0.08650992784179802
73404,AC; OVERHEAD,0.002267555251326101,0.08372429606522273
73396,AC; OVERHEAD,0.004024077886372937,0.15726969217198872
68347,AC; OVERHEAD,0.13589270407792786,4.771874505221723
68349,AC; OVERHEAD,0.3288249932906149,4.7803705247686805
68350,AC; OVERHEAD,0.17294545752175497,0.05053282229861754
72190,AC; OVERHEAD,0.05952026771065903,0.2752787230119582
72193,AC; OVERHEAD,0.023016819093299654,0.27668410969588125
72205,AC; OVERHEAD,0.643037526522219,3.093567722373423
72216,AC; OVERHEAD,0.565036465754411,1.4421396786574954
72217,AC; OVERHEAD,1.0,2.256272974460671
72219,AC; OVERHEAD,1.0,1.9541062152130437
72220,AC; OVERHEAD,0.9068173863729352,2.22028357792598
72222,AC; OVERHEAD,0.6818701283487385,0.4715544273206004
72201,AC; OVERHEAD,0.6054492563449032,2.819299198763299
72198,AC; OVERHEAD,0.31276755181020094,2.8186827824310923
80195,AC; OVERHEAD,0.539874598200733,1.930405727048229
80196,AC; OVERHEAD,1.0,0.013441130977249943
78783,AC; OVERHEAD,0.176026996261564,0.771324212637433
75175,AC; OVERHEAD,0.14453506203125965,0.045536426682235856
75176,NOT AVAILABLE,1.0,0.008165992356100974
74411,AC; OVERHEAD,0.844485619806327,0.8707105227501937
74470,AC; OVERHEAD,0.11082543164480545,0.7131343521448917
74807,AC; OVERHEAD,0.41962294484410606,0.0599391679835639
75263,AC; OVERHEAD,0.143737143292521,0.22360818623516784
75276,AC; OVERHEAD,0.015223650569146551,0.08281554554669636
77472,AC; OVERHEAD,0.0001944387486593203,0.043482380941588836
77473,AC; OVERHEAD,0.0021302001581576784,0.061823536401531286
94500,OVERHEAD,0.08262559024234442,0.5351943744857433
94501,OVERHEAD,0.08296410903250959,0.5327956920877177
74052,AC; OVERHEAD,0.2185682501557001,0.39135134298550756
74453,AC; OVERHEAD,0.017394015464348205,0.08689540006902152
74457,AC; OVERHEAD,0.012036790084935692,0.04733167643735787
74469,AC; OVERHEAD,0.050780497540489224,0.06959784420375063
75287,AC; OVERHEAD,0.008889044455726452,0.17909603320543727
79994,AC; OVERHEAD,0.12683463936426287,0.4050594788193165
75302,AC; OVERHEAD,0.30663451586985724,2.1975655034682253
75303,AC; OVERHEAD,0.40590394952395437,3.9477391604145553
75302,AC; OVERHEAD,0.30663452077296083,2.1975655386074244
75303,AC; OVERHEAD,0.4059039559100236,3.947739222524164
75263,AC; OVERHEAD,0.042180353404741966,0.06561889365226797
75265,AC; OVERHEAD,0.3455306154978149,0.1361291055829846
75266,AC; OVERHEAD,0.10624148541342694,0.9341017153837923
80228,AC; OVERHEAD,0.07144344481900862,0.37105303793847744
74062,AC; OVERHEAD,0.1486147656856678,0.37028949003204314
74413,AC; OVERHEAD,0.02530740786817196,0.06825256380131699
74411,AC; OVERHEAD,0.31030957588167557,0.31994602003085565
74470,AC; OVERHEAD,0.11105103217704351,0.7145860359959122
74807,AC; OVERHEAD,0.5166983612785454,0.07380547287520883
75263,AC; OVERHEAD,0.14984018759803214,0.23310253568728492
75276,AC; OVERHEAD,0.015754466931303206,0.08570314772972391
75286,AC; OVERHEAD,0.012042184803810458,0.03320788687768983
77472,AC; OVERHEAD,0.00019646594159450275,0.04393572255203164
77473,AC; OVERHEAD,0.002348270587850012,0.06815246520972436
94500,OVERHEAD,0.08109406805118291,0.525274178349103
94501,OVERHEAD,0.0809931781397422,0.5201383695260112
74052,AC; OVERHEAD,0.22161800808989424,0.3968120028136269
74453,AC; OVERHEAD,0.016770338340428004,0.08377969206542553
74457,AC; OVERHEAD,0.012481880268393811,0.049081882630223984
74469,AC; OVERHEAD,0.04626235865696842,0.06340545260980329
79994,AC; OVERHEAD,0.10032482007042653,0.32039764163841483
74411,AC; OVERHEAD,0.7323359019052652,0.7550780747727903
74470,AC; OVERHEAD,0.19700105196771137,1.2676532406128544
74807,AC; OVERHEAD,0.6246029209284604,0.08921861843008684
74968,AC; OVERHEAD,0.28989936363449126,0.024651876025990397
75263,AC; OVERHEAD,0.14236359682202712,0.22147139522943737
75276,AC; OVERHEAD,0.22803624592206884,1.2405004978720717
77472,AC; OVERHEAD,0.0006128028576168536,0.1370412403943075
77473,AC; OVERHEAD,0.005758968150868493,0.16713911871004725
94500,OVERHEAD,0.0767397952970197,0.4970700556775484
94501,OVERHEAD,0.07640382191279624,0.49066551366475436
74052,AC; OVERHEAD,0.39260489571891527,0.7029678514277827
74056,AC; OVERHEAD,0.004395265362247278,0.00800639663438323
